period,tod,relh,height,Tair,wind,RH,VPD,P,version
JJAS,day,0.920989215373993,15.6568166613579,23.6167141273374,3.33513798357033,52.2311257886855,1.38949118268135,P1,v3.2.3 iter
JJAS,day,1.11785507202148,19.0035362243652,23.569369690275,3.62723213442362,52.2278589134558,1.38563005124102,P1,v3.2.3 iter
JJAS,day,1.35356509685516,23.0106066465378,23.5526246284527,4.15557480285891,52.2251591680737,1.38431140351279,P1,v3.2.3 iter
JJAS,day,1.58927512168884,27.0176770687103,23.5376266562874,4.62302375226562,52.2237197011353,1.38310291917981,P1,v3.2.3 iter
JJAS,day,1.82498526573181,31.0247495174408,23.5239840481451,5.0389092658224,52.2229884261388,1.38198771636522,P1,v3.2.3 iter
JJAS,day,2.0606951713562,35.0318179130554,23.5114570826129,5.41111791353734,52.2226765804128,1.38095400541517,P1,v3.2.3 iter
JJAS,night,0.0284920819103718,0.48436539247632,15.5726387816049,1.55046898163244,84.2038943301559,0.278856318701996,P1,v3.2.3 iter
JJAS,night,0.0888952985405922,1.51122007519007,15.5566475706674,1.66712474843355,84.2592925120405,0.277594033164894,P1,v3.2.3 iter
JJAS,night,0.156546890735626,2.66129714250565,15.5511150922932,1.98831823690097,84.2787566175484,0.277152592270598,P1,v3.2.3 iter
JJAS,night,0.232316687703133,3.94938369095325,15.556978928196,2.32041880337756,84.2377701887799,0.277979485239532,P1,v3.2.3 iter
JJAS,night,0.317178845405579,5.39204037189484,15.5626228457592,2.44137282893469,84.2005035562227,0.278737404944472,P1,v3.2.3 iter
JJAS,night,0.412224471569061,7.00781601667404,15.565486536912,2.45089946219016,84.1794720456484,0.279159617707996,P1,v3.2.3 iter
JJAS,night,0.518675565719605,8.81748461723328,15.5671848484727,2.46046327494207,84.1647585777109,0.279449622043256,P1,v3.2.3 iter
JJAS,night,0.637900829315186,10.8443140983582,15.5678330134825,2.51612725906848,84.155568926934,0.279623396589981,P1,v3.2.3 iter
JJAS,night,0.771433055400848,13.1143619418144,15.5692822649179,2.61312723062078,84.1412656595798,0.279901787226651,P1,v3.2.3 iter
JJAS,night,0.920989215373993,15.6568166613579,15.5713332796358,2.66418378165022,84.1229695977905,0.280261500499767,P1,v3.2.3 iter
JJAS,night,1.11785507202148,19.0035362243652,15.5745216161176,2.90377140191735,84.076522562767,0.281138755770764,P1,v3.2.3 iter
JJAS,night,1.35356509685516,23.0106066465378,15.5760090979071,3.34140372508373,84.0579425834187,0.281493597581239,P1,v3.2.3 iter
JJAS,night,1.58927512168884,27.0176770687103,15.5772229220698,3.73311144992953,84.0413502647277,0.281808467685145,P1,v3.2.3 iter
JJAS,night,1.82498526573181,31.0247495174408,15.5782864096386,4.08537747263094,84.0260107193184,0.282098546183901,P1,v3.2.3 iter
JJAS,night,2.0606951713562,35.0318179130554,15.5792544672398,4.40384167693352,84.0115838241079,0.282370819520551,P1,v3.2.3 iter
JJAS,global,0.0284920819103718,0.48436539247632,19.2080688414027,1.67590891312594,68.7797865915786,0.693314404809512,P1,v3.2.3 iter
JJAS,global,0.0888952985405922,1.51122007519007,19.1876479331262,1.80200895336024,68.8309884741618,0.691297951243974,P1,v3.2.3 iter
JJAS,global,0.156546890735626,2.66129714250565,19.1805711902556,2.14920452496933,68.8485020902894,0.690605165091019,P1,v3.2.3 iter
JJAS,global,0.232316687703133,3.94938369095325,19.176170895269,2.50819470766993,68.811707287972,0.691231469232251,P1,v3.2.3 iter
JJAS,global,0.317178845405579,5.39204037189484,19.173444053775,2.63894604278291,68.778818276513,0.691842917395384,P1,v3.2.3 iter
JJAS,global,0.412224471569061,7.00781601667404,19.1708357805763,2.64924310278046,68.7602823739402,0.692141243187604,P1,v3.2.3 iter
JJAS,global,0.518675565719605,8.81748461723328,19.1680312589218,2.65958034201866,68.7474356394926,0.692304963843815,P1,v3.2.3 iter
JJAS,global,0.637900829315186,10.8443140983582,19.164940301447,2.71975360516601,68.7395291345916,0.692346837997154,P1,v3.2.3 iter
JJAS,global,0.771433055400848,13.1143619418144,19.161670959973,2.82461293104812,68.7274697481231,0.692472934014438,P1,v3.2.3 iter
JJAS,global,0.920989215373993,15.6568166613579,19.1581973967005,2.87980562631458,68.7122405563327,0.692660312728538,P1,v3.2.3 iter
JJAS,global,1.11785507202148,19.0035362243652,19.1437560680786,3.13576028632163,68.6764995078072,0.692828179836276,P1,v3.2.3 iter
JJAS,global,1.35356509685516,23.0106066465378,19.1388290426119,3.60123694619887,68.6619800925666,0.692936658709127,P1,v3.2.3 iter
JJAS,global,1.58927512168884,27.0176770687103,19.1343402174653,4.01569510021761,68.6493948765085,0.693021157025351,P1,v3.2.3 iter
JJAS,global,1.82498526573181,31.0247495174408,19.1302259935056,4.38661492102947,68.6380396658097,0.693094536585734,P1,v3.2.3 iter
JJAS,global,2.0606951713562,35.0318179130554,19.1264371757299,4.72041832490778,68.6275580757837,0.693162575151143,P1,v3.2.3 iter
hot10,day,0.0284920819103718,0.48436539247632,30.6767172788963,1.90598384539286,36.7371244145095,2.78424447250324,P1,v3.2.3 iter
hot10,day,0.0888952985405922,1.51122007519007,30.6371195475261,2.04949395626019,36.7553345511588,2.77715095126617,P1,v3.2.3 iter
hot10,day,0.156546890735626,2.66129714250565,30.6228498409956,2.44460535355103,36.7623503112961,2.77457871799656,P1,v3.2.3 iter
hot10,day,0.232316687703133,3.94938369095325,30.5936766013121,2.85321129896702,36.7471588382552,2.77062025598272,P1,v3.2.3 iter
hot10,day,0.317178845405579,5.39204037189484,30.571429286859,3.00209490763835,36.7331180775066,2.76771202199502,P1,v3.2.3 iter
hot10,day,0.412224471569061,7.00781601667404,30.5556516989684,3.01380073412871,36.7250849369111,2.7655668390314,P1,v3.2.3 iter
hot10,day,0.518675565719605,8.81748461723328,30.5416629106571,3.02555228502323,36.7194182289096,2.76360240899135,P1,v3.2.3 iter
hot10,day,0.637900829315186,10.8443140983582,30.5288776104267,3.09407834823315,36.7157691483041,2.76174121265588,P1,v3.2.3 iter
hot10,day,0.771433055400848,13.1143619418144,30.5137095915966,3.21351679471823,36.7103854463738,2.75958050710547,P1,v3.2.3 iter
hot10,day,0.920989215373993,15.6568166613579,30.496486722506,3.27637283312969,36.7037136522245,2.75715312769218,P1,v3.2.3 iter
hot10,day,1.11785507202148,19.0035362243652,30.4358686398238,3.56164840857188,36.6877929184073,2.74829543685713,P1,v3.2.3 iter
hot10,day,1.35356509685516,23.0106066465378,30.4145705003005,4.07625424250578,36.6815433943913,2.74521743938362,P1,v3.2.3 iter
hot10,day,1.58927512168884,27.0176770687103,30.3955330090645,4.53007944730612,36.6763510551791,2.74245154762754,P1,v3.2.3 iter
hot10,day,1.82498526573181,31.0247495174408,30.3782498873197,4.93266701698303,36.6718692313274,2.73993254092938,P1,v3.2.3 iter
hot10,day,2.0606951713562,35.0318179130554,30.3624151767829,5.2920184135437,36.6678934749021,2.73762071822539,P1,v3.2.3 iter
